contig	start	end	name	score	strand	ID
Pf3D7_01_v3	309255	309258	ATG	0	-	PF3D7_0107500.1-p1-CDS1
Pf3D7_01_v3	314618	314621	ATG	0	+	PF3D7_0107600.1-p1-CDS1
Pf3D7_01_v3	320168	320171	ATG	0	+	PF3D7_0107700.1-p1-CDS1
Pf3D7_01_v3	322371	322374	ATG	0	+	PF3D7_0107800.1-p1-CDS1
Pf3D7_01_v3	327222	327225	ATG	0	-	PF3D7_0107900.1-p1-CDS1
Pf3D7_01_v3	329556	329559	ATG	0	-	PF3D7_0108000.1-p1-CDS1
Pf3D7_01_v3	330738	330741	ATG	0	+	PF3D7_0108100.1-p1-CDS1
Pf3D7_01_v3	337168	337171	ATG	0	+	PF3D7_0108300.1-p1-CDS1
Pf3D7_01_v3	346538	346541	ATG	0	-	PF3D7_0108400.1-p1-CDS1
Pf3D7_01_v3	346538	346541	ATG	0	-	PF3D7_0108400.2-p1-CDS1
Pf3D7_01_v3	349170	349173	ATG	0	+	PF3D7_0108500.1-p1-CDS1
Pf3D7_01_v3	350952	350955	ATG	0	-	PF3D7_0108600.1-p1-CDS3
Pf3D7_01_v3	351624	351627	ATG	0	-	PF3D7_0108600.1-p1-CDS1
Pf3D7_01_v3	356209	356212	ATG	0	-	PF3D7_0108700.1-p1-CDS1
Pf3D7_01_v3	357834	357837	ATG	0	+	PF3D7_0108800.1-p1-CDS1
Pf3D7_01_v3	358046	358049	ATG	0	+	PF3D7_0108800.1-p1-CDS2
Pf3D7_01_v3	363318	363321	ATG	0	+	PF3D7_0109000.1-p1-CDS1
Pf3D7_01_v3	365610	365613	ATG	0	+	PF3D7_0109100.1-p1-CDS1
Pf3D7_01_v3	370176	370179	ATG	0	-	PF3D7_0109200.1-p1-CDS1
Pf3D7_01_v3	373010	373013	ATG	0	-	PF3D7_0109300.1-p1-CDS1
Pf3D7_01_v3	375085	375088	ATG	0	-	PF3D7_0109400.1-p1-CDS1
Pf3D7_01_v3	377002	377005	ATG	0	-	PF3D7_0109500.1-p1-CDS1
Pf3D7_01_v3	378597	378600	ATG	0	-	PF3D7_0109600.1-p1-CDS1
Pf3D7_01_v3	379804	379807	ATG	0	-	PF3D7_0109700.1-p1-CDS1
Pf3D7_01_v3	380697	380700	ATG	0	+	PF3D7_0109800.1-p1-CDS1
Pf3D7_01_v3	383284	383287	ATG	0	+	PF3D7_0109850.1-p1-CDS1
Pf3D7_01_v3	383887	383890	ATG	0	+	PF3D7_0109850.1-p1-CDS2
Pf3D7_01_v3	386708	386711	ATG	0	+	PF3D7_0109950.1-p1-CDS1
Pf3D7_01_v3	388372	388375	ATG	0	+	PF3D7_0110000.1-p1-CDS1
Pf3D7_01_v3	392063	392066	ATG	0	-	PF3D7_0110100.1-p1-CDS1
Pf3D7_01_v3	392604	392607	ATG	0	+	PF3D7_0110200.1-p1-CDS1
Pf3D7_01_v3	394833	394836	ATG	0	-	PF3D7_0110400.1-p1-CDS1
Pf3D7_01_v3	396591	396594	ATG	0	+	PF3D7_0110500.1-p1-CDS1
Pf3D7_01_v3	405739	405742	ATG	0	+	PF3D7_0110600.1-p1-CDS1
Pf3D7_01_v3	415098	415101	ATG	0	-	PF3D7_0110700.1-p1-CDS1
Pf3D7_01_v3	417921	417924	ATG	0	+	PF3D7_0110800.1-p1-CDS1
Pf3D7_01_v3	420851	420854	ATG	0	-	PF3D7_0110900.1-p1-CDS1
Pf3D7_01_v3	427573	427576	ATG	0	-	PF3D7_0111000.1-p1-CDS1
Pf3D7_01_v3	430856	430859	ATG	0	-	PF3D7_0111200.1-p1-CDS1
Pf3D7_01_v3	435040	435043	ATG	0	-	PF3D7_0111300.1-p1-CDS1
Pf3D7_01_v3	436408	436411	ATG	0	+	PF3D7_0111400.1-p1-CDS1
Pf3D7_01_v3	441416	441419	ATG	0	-	PF3D7_0111500.1-p1-CDS1
Pf3D7_01_v3	443287	443290	ATG	0	-	PF3D7_0111600.1-p1-CDS1
Pf3D7_01_v3	443936	443939	ATG	0	-	PF3D7_0111700.1-p1-CDS1
Pf3D7_01_v3	446026	446029	ATG	0	+	PF3D7_0111800.1-p1-CDS1
Pf3D7_01_v3	450644	450647	ATG	0	-	PF3D7_0111900.1-p1-CDS1
Pf3D7_01_v3	453116	453119	ATG	0	-	PF3D7_0112000.1-p1-CDS1
Pf3D7_01_v3	454847	454850	ATG	0	+	PF3D7_0112100.1-p1-CDS1
Pf3D7_01_v3	464726	464729	ATG	0	+	PF3D7_0112200.1-p1-CDS1
Pf3D7_01_v3	482616	482619	ATG	0	-	PF3D7_0112800.1-p1-CDS1
Pf3D7_01_v3	486500	486503	ATG	0	+	PF3D7_0112900.1-p1-CDS1
Pf3D7_01_v3	490125	490128	ATG	0	-	PF3D7_0113000.1-p1-CDS1
Pf3D7_01_v3	495244	495247	ATG	0	+	PF3D7_0113100.1-p1-CDS1
Pf3D7_01_v3	502866	502869	ATG	0	-	PF3D7_0113200.1-p1-CDS1
Pf3D7_01_v3	506872	506875	ATG	0	-	PF3D7_0113300.1-p1-CDS1
Pf3D7_01_v3	509746	509749	ATG	0	-	PF3D7_0113400.1-p1-CDS1
Pf3D7_01_v3	520807	520810	ATG	0	+	PF3D7_0113700.1-p1-CDS1
Pf3D7_01_v3	522014	522017	ATG	0	+	PF3D7_0113700.1-p1-CDS4
Pf3D7_01_v3	527107	527110	ATG	0	+	PF3D7_0113800.1-p1-CDS1
Pf3D7_01_v3	538023	538026	ATG	0	-	PF3D7_0113900.1-p1-CDS1
Pf3D7_01_v3	542480	542483	ATG	0	+	PF3D7_0114000.1-p1-CDS1
Pf3D7_01_v3	548378	548381	ATG	0	-	PF3D7_0114100.1-p1-CDS1
Pf3D7_01_v3	551711	551714	ATG	0	-	PF3D7_0114200.1-p1-CDS1
Pf3D7_01_v3	558706	558709	ATG	0	-	PF3D7_0114500.1-p1-CDS1
Pf3D7_01_v3	564840	564843	ATG	0	-	PF3D7_0114700.1-p1-CDS1
Pf3D7_01_v3	566689	566692	ATG	0	-	PF3D7_0114750.1-p1-CDS1
Pf3D7_01_v3	570270	570273	ATG	0	-	PF3D7_0114800.1-p1-CDS1
Pf3D7_01_v3	577704	577707	ATG	0	+	PF3D7_0115000.1-p1-CDS1
Pf3D7_01_v3	587391	587394	ATG	0	+	PF3D7_0115100.1-p1-CDS1
Pf3D7_01_v3	591849	591852	ATG	0	+	PF3D7_0115200.1-p1-CDS1
Pf3D7_01_v3	595102	595105	ATG	0	+	PF3D7_0115300.1-p1-CDS1
Pf3D7_01_v3	598465	598468	ATG	0	+	PF3D7_0115400.1-p1-CDS1
Pf3D7_01_v3	604162	604165	ATG	0	+	PF3D7_0115600.1-p1-CDS1
Pf3D7_01_v3	614891	614894	ATG	0	-	PF3D7_0115700.1-p1-CDS1
Pf3D7_02_v3	25232	25235	ATG	0	+	PF3D7_0200100.1-p1-CDS1
Pf3D7_02_v3	34257	34260	ATG	0	-	PF3D7_0200200.1-p1-CDS1
Pf3D7_02_v3	37247	37250	ATG	0	-	PF3D7_0200300.1-p1-CDS1
Pf3D7_02_v3	39301	39304	ATG	0	-	PF3D7_0200400.1-p1-CDS1
Pf3D7_02_v3	42856	42859	ATG	0	-	PF3D7_0200500.1-p1-CDS1
Pf3D7_02_v3	46556	46559	ATG	0	-	PF3D7_0200600.1-p1-CDS1
Pf3D7_02_v3	50145	50148	ATG	0	-	PF3D7_0200700.1-p1-CDS1
Pf3D7_02_v3	58419	58422	ATG	0	-	PF3D7_0201000.1-p1-CDS1
Pf3D7_02_v3	60317	60320	ATG	0	-	PF3D7_0201100.1-p1-CDS1
Pf3D7_02_v3	63157	63160	ATG	0	+	PF3D7_0201200.1-p1-CDS1
Pf3D7_02_v3	66529	66532	ATG	0	+	PF3D7_0201300.1-p1-CDS1
Pf3D7_02_v3	69088	69091	ATG	0	+	PF3D7_0201400.1-p1-CDS1
Pf3D7_02_v3	74394	74397	ATG	0	-	PF3D7_0201500.1-p1-CDS1
Pf3D7_02_v3	78806	78809	ATG	0	-	PF3D7_0201600.1-p1-CDS1
Pf3D7_02_v3	84163	84166	ATG	0	-	PF3D7_0201700.1-p1-CDS1
Pf3D7_02_v3	88789	88792	ATG	0	-	PF3D7_0201800.1-p1-CDS1
Pf3D7_02_v3	98836	98839	ATG	0	-	PF3D7_0201900.1-p1-CDS1
Pf3D7_02_v3	105794	105797	ATG	0	-	PF3D7_0202000.1-p1-CDS1
Pf3D7_02_v3	110578	110581	ATG	0	-	PF3D7_0202100.1-p1-CDS1
Pf3D7_02_v3	113680	113683	ATG	0	-	PF3D7_0202200.1-p1-CDS1
Pf3D7_02_v3	117225	117228	ATG	0	+	PF3D7_0202300.1-p1-CDS1
Pf3D7_02_v3	120524	120527	ATG	0	+	PF3D7_0202400.1-p1-CDS1
Pf3D7_02_v3	127994	127997	ATG	0	+	PF3D7_0202500.1-p1-CDS1
Pf3D7_02_v3	133561	133564	ATG	0	-	PF3D7_0202600.1-p1-CDS1
Pf3D7_02_v3	133561	133564	ATG	0	-	PF3D7_0202600.2-p1-CDS1
Pf3D7_02_v3	135523	135526	ATG	0	+	PF3D7_0202700.1-p1-CDS1
Pf3D7_02_v3	138387	138390	ATG	0	-	PF3D7_0202800.1-p1-CDS1
Pf3D7_02_v3	138927	138930	ATG	0	+	PF3D7_0202900.1-p1-CDS1
Pf3D7_02_v3	147562	147565	ATG	0	-	PF3D7_0203000.1-p1-CDS1
Pf3D7_02_v3	156979	156982	ATG	0	-	PF3D7_0203100.1-p1-CDS1
Pf3D7_02_v3	159658	159661	ATG	0	-	PF3D7_0203200.1-p1-CDS1
Pf3D7_02_v3	160514	160517	ATG	0	+	PF3D7_0203300.1-p1-CDS1
Pf3D7_02_v3	162372	162375	ATG	0	-	PF3D7_0203400.1-p1-CDS3
Pf3D7_02_v3	162784	162787	ATG	0	-	PF3D7_0203400.1-p1-CDS2
Pf3D7_02_v3	162898	162901	ATG	0	-	PF3D7_0203400.1-p1-CDS1
Pf3D7_02_v3	166144	166147	ATG	0	+	PF3D7_0203600.1-p1-CDS1
Pf3D7_02_v3	170134	170137	ATG	0	-	PF3D7_0203700.1-p1-CDS1
Pf3D7_02_v3	174910	174913	ATG	0	-	PF3D7_0203800.1-p1-CDS1
Pf3D7_02_v3	176567	176570	ATG	0	+	PF3D7_0203900.1-p1-CDS1
Pf3D7_02_v3	178955	178958	ATG	0	+	PF3D7_0204000.1-p1-CDS1
Pf3D7_02_v3	189113	189116	ATG	0	-	PF3D7_0204100.1-p1-CDS1
Pf3D7_02_v3	192818	192821	ATG	0	+	PF3D7_0204200.1-p1-CDS1
Pf3D7_02_v3	196914	196917	ATG	0	-	PF3D7_0204300.1-p1-CDS1
Pf3D7_02_v3	198041	198044	ATG	0	-	PF3D7_0204400.1-p1-CDS1
Pf3D7_02_v3	199568	199571	ATG	0	-	PF3D7_0204500.1-p1-CDS1
Pf3D7_02_v3	204046	204049	ATG	0	-	PF3D7_0204600.1-p1-CDS1
Pf3D7_02_v3	207401	207404	ATG	0	-	PF3D7_0204700.1-p1-CDS1
Pf3D7_02_v3	210831	210834	ATG	0	-	PF3D7_0204800.1-p1-CDS1
Pf3D7_02_v3	211348	211351	ATG	0	+	PF3D7_0204900.1-p1-CDS1
Pf3D7_02_v3	214506	214509	ATG	0	-	PF3D7_0205000.1-p1-CDS1
Pf3D7_02_v3	217346	217349	ATG	0	-	PF3D7_0205100.1-p1-CDS1
Pf3D7_02_v3	218905	218908	ATG	0	-	PF3D7_0205200.1-p1-CDS1
Pf3D7_02_v3	219690	219693	ATG	0	+	PF3D7_0205300.1-p1-CDS1
Pf3D7_02_v3	223478	223481	ATG	0	+	PF3D7_0205400.1-p1-CDS1
Pf3D7_02_v3	226243	226246	ATG	0	-	PF3D7_0205500.1-p1-CDS1
Pf3D7_02_v3	228025	228028	ATG	0	+	PF3D7_0205600.1-p1-CDS1
Pf3D7_02_v3	231141	231144	ATG	0	+	PF3D7_0205700.1-p1-CDS1
Pf3D7_02_v3	231141	231144	ATG	0	+	PF3D7_0205700.2-p1-CDS1
Pf3D7_02_v3	231384	231387	ATG	0	+	PF3D7_0205700.1-p1-CDS2
Pf3D7_02_v3	231384	231387	ATG	0	+	PF3D7_0205700.2-p1-CDS2
Pf3D7_02_v3	233474	233477	ATG	0	-	PF3D7_0205800.1-p1-CDS1
Pf3D7_02_v3	235237	235240	ATG	0	+	PF3D7_0205900.1-p1-CDS1
Pf3D7_02_v3	243794	243797	ATG	0	-	PF3D7_0206000.1-p1-CDS1
Pf3D7_02_v3	245358	245361	ATG	0	+	PF3D7_0206100.1-p1-CDS1
Pf3D7_02_v3	249030	249033	ATG	0	+	PF3D7_0206200.1-p1-CDS1
Pf3D7_02_v3	267345	267348	ATG	0	-	PF3D7_0206500.1-p1-CDS1
Pf3D7_02_v3	270617	270620	ATG	0	-	PF3D7_0206600.1-p1-CDS1
Pf3D7_02_v3	271594	271597	ATG	0	+	PF3D7_0206700.1-p1-CDS1
Pf3D7_02_v3	274505	274508	ATG	0	-	PF3D7_0206800.1-p1-CDS1
Pf3D7_02_v3	276492	276495	ATG	0	-	PF3D7_0206900.1-p1-CDS1
Pf3D7_02_v3	276575	276578	ATG	0	-	PF3D7_0206900.2-p1-CDS1
Pf3D7_02_v3	278454	278457	ATG	0	-	PF3D7_0207000.1-p1-CDS1
Pf3D7_02_v3	281907	281910	ATG	0	+	PF3D7_0207100.1-p1-CDS1
Pf3D7_02_v3	287127	287130	ATG	0	+	PF3D7_0207100.1-p1-CDS2
Pf3D7_02_v3	288663	288666	ATG	0	-	PF3D7_0207200.1-p1-CDS1
Pf3D7_02_v3	292701	292704	ATG	0	-	PF3D7_0207300.1-p1-CDS1
Pf3D7_02_v3	297349	297352	ATG	0	-	PF3D7_0207400.1-p1-CDS2
Pf3D7_02_v3	297614	297617	ATG	0	-	PF3D7_0207400.1-p1-CDS1
Pf3D7_02_v3	302171	302174	ATG	0	-	PF3D7_0207500.1-p1-CDS2
Pf3D7_02_v3	302562	302565	ATG	0	-	PF3D7_0207500.1-p1-CDS1
Pf3D7_02_v3	307025	307028	ATG	0	-	PF3D7_0207600.1-p1-CDS1
Pf3D7_02_v3	311252	311255	ATG	0	-	PF3D7_0207700.1-p1-CDS3
Pf3D7_02_v3	311954	311957	ATG	0	-	PF3D7_0207700.1-p1-CDS2
Pf3D7_02_v3	312153	312156	ATG	0	-	PF3D7_0207700.1-p1-CDS1
Pf3D7_02_v3	316739	316742	ATG	0	-	PF3D7_0207800.1-p1-CDS1
Pf3D7_02_v3	321308	321311	ATG	0	-	PF3D7_0207900.1-p1-CDS1
Pf3D7_02_v3	325721	325724	ATG	0	-	PF3D7_0208000.1-p1-CDS1
Pf3D7_02_v3	327932	327935	ATG	0	+	PF3D7_0208100.1-p1-CDS1
Pf3D7_02_v3	336579	336582	ATG	0	-	PF3D7_0208200.1-p1-CDS1
Pf3D7_02_v3	337558	337561	ATG	0	+	PF3D7_0208300.1-p1-CDS1
Pf3D7_02_v3	349338	349341	ATG	0	-	PF3D7_0208400.1-p1-CDS1
Pf3D7_02_v3	352836	352839	ATG	0	+	PF3D7_0208500.1-p1-CDS1
Pf3D7_02_v3	354621	354624	ATG	0	+	PF3D7_0208600.1-p1-CDS1
Pf3D7_02_v3	358012	358015	ATG	0	-	PF3D7_0208700.1-p1-CDS1
Pf3D7_02_v3	359142	359145	ATG	0	+	PF3D7_0208800.1-p1-CDS1
Pf3D7_02_v3	360828	360831	ATG	0	+	PF3D7_0208900.1-p1-CDS1
Pf3D7_02_v3	370438	370441	ATG	0	+	PF3D7_0209000.1-p1-CDS1
Pf3D7_02_v3	383443	383446	ATG	0	-	PF3D7_0209100.1-p1-CDS1
Pf3D7_02_v3	386578	386581	ATG	0	-	PF3D7_0209200.1-p1-CDS1
Pf3D7_02_v3	387273	387276	ATG	0	+	PF3D7_0209300.1-p1-CDS1
Pf3D7_02_v3	390609	390612	ATG	0	-	PF3D7_0209400.1-p1-CDS1
Pf3D7_02_v3	392787	392790	ATG	0	-	PF3D7_0209500.1-p1-CDS1
Pf3D7_02_v3	398743	398746	ATG	0	-	PF3D7_0209600.1-p1-CDS1
Pf3D7_02_v3	401857	401860	ATG	0	-	PF3D7_0209700.1-p1-CDS1
Pf3D7_02_v3	406353	406356	ATG	0	-	PF3D7_0209800.1-p1-CDS1
Pf3D7_02_v3	409983	409986	ATG	0	+	PF3D7_0210000.1-p1-CDS1
Pf3D7_02_v3	412275	412278	ATG	0	+	PF3D7_0210100.2-p1-CDS1
Pf3D7_02_v3	412275	412278	ATG	0	+	PF3D7_0210100.1-p1-CDS1
Pf3D7_02_v3	421135	421138	ATG	0	-	PF3D7_0210200.1-p1-CDS1
Pf3D7_02_v3	424652	424655	ATG	0	-	PF3D7_0210300.1-p1-CDS1
Pf3D7_02_v3	425689	425692	ATG	0	+	PF3D7_0210400.1-p1-CDS1
Pf3D7_02_v3	427490	427493	ATG	0	+	PF3D7_0210500.1-p1-CDS1
Pf3D7_02_v3	432506	432509	ATG	0	-	PF3D7_0210600.1-p1-CDS5
Pf3D7_02_v3	434084	434087	ATG	0	-	PF3D7_0210600.1-p1-CDS1
Pf3D7_02_v3	436050	436053	ATG	0	+	PF3D7_0210700.1-p1-CDS1
Pf3D7_02_v3	439000	439003	ATG	0	-	PF3D7_0210800.1-p1-CDS1
Pf3D7_02_v3	442932	442935	ATG	0	-	PF3D7_0210900.1-p1-CDS1
Pf3D7_02_v3	451751	451754	ATG	0	+	PF3D7_0211100.1-p1-CDS1
Pf3D7_02_v3	456284	456287	ATG	0	-	PF3D7_0211200.1-p1-CDS1
Pf3D7_02_v3	458583	458586	ATG	0	-	PF3D7_0211300.1-p1-CDS1
Pf3D7_02_v3	461516	461519	ATG	0	-	PF3D7_0211400.1-p1-CDS1
Pf3D7_02_v3	463163	463166	ATG	0	+	PF3D7_0211500.1-p1-CDS1
Pf3D7_02_v3	467847	467850	ATG	0	+	PF3D7_0211600.1-p1-CDS1
Pf3D7_02_v3	469790	469793	ATG	0	+	PF3D7_0211700.1-p1-CDS1
Pf3D7_02_v3	475242	475245	ATG	0	+	PF3D7_0211800.1-p1-CDS1
Pf3D7_02_v3	479089	479092	ATG	0	-	PF3D7_0211900.1-p1-CDS1
Pf3D7_02_v3	480100	480103	ATG	0	+	PF3D7_0212000.1-p1-CDS1
Pf3D7_02_v3	483436	483439	ATG	0	+	PF3D7_0212100.1-p1-CDS1
Pf3D7_02_v3	490816	490819	ATG	0	-	PF3D7_0212200.1-p1-CDS1
Pf3D7_02_v3	492616	492619	ATG	0	+	PF3D7_0212300.1-p1-CDS1
Pf3D7_02_v3	507852	507855	ATG	0	-	PF3D7_0212400.1-p1-CDS1
Pf3D7_02_v3	509525	509528	ATG	0	+	PF3D7_0212500.1-p1-CDS1
Pf3D7_02_v3	522931	522934	ATG	0	+	PF3D7_0212600.1-p1-CDS1
Pf3D7_02_v3	526041	526044	ATG	0	-	PF3D7_0212700.1-p1-CDS1
Pf3D7_02_v3	528249	528252	ATG	0	+	PF3D7_0212800.1-p1-CDS1
Pf3D7_02_v3	533253	533256	ATG	0	+	PF3D7_0212900.1-p1-CDS1
Pf3D7_02_v3	535646	535649	ATG	0	+	PF3D7_0213000.1-p1-CDS1
Pf3D7_02_v3	537789	537792	ATG	0	+	PF3D7_0213100.1-p1-CDS1
Pf3D7_02_v3	540967	540970	ATG	0	-	PF3D7_0213200.1-p1-CDS1
Pf3D7_02_v3	541546	541549	ATG	0	-	PF3D7_0213300.1-p1-CDS1
Pf3D7_02_v3	541811	541814	ATG	0	+	PF3D7_0213400.1-p1-CDS1
Pf3D7_02_v3	545893	545896	ATG	0	-	PF3D7_0213500.1-p1-CDS1
Pf3D7_02_v3	555292	555295	ATG	0	-	PF3D7_0213600.1-p1-CDS1
Pf3D7_02_v3	557048	557051	ATG	0	+	PF3D7_0213700.1-p1-CDS1
Pf3D7_02_v3	558585	558588	ATG	0	+	PF3D7_0213800.1-p1-CDS1
Pf3D7_02_v3	564620	564623	ATG	0	-	PF3D7_0213900.1-p1-CDS1
Pf3D7_02_v3	566121	566124	ATG	0	+	PF3D7_0214000.1-p1-CDS1
Pf3D7_02_v3	573313	573316	ATG	0	-	PF3D7_0214100.1-p1-CDS1
Pf3D7_02_v3	576052	576055	ATG	0	-	PF3D7_0214200.1-p1-CDS1
Pf3D7_02_v3	578662	578665	ATG	0	+	PF3D7_0214300.1-p1-CDS1
Pf3D7_02_v3	589049	589052	ATG	0	-	PF3D7_0214400.1-p1-CDS1
Pf3D7_02_v3	590501	590504	ATG	0	+	PF3D7_0214500.1-p1-CDS1
Pf3D7_02_v3	594196	594199	ATG	0	+	PF3D7_0214600.1-p1-CDS1
Pf3D7_02_v3	599880	599883	ATG	0	-	PF3D7_0214700.1-p1-CDS9
Pf3D7_02_v3	600047	600050	ATG	0	-	PF3D7_0214700.1-p1-CDS8
Pf3D7_02_v3	601710	601713	ATG	0	-	PF3D7_0214700.1-p1-CDS1
Pf3D7_02_v3	605045	605048	ATG	0	+	PF3D7_0214800.1-p1-CDS1
Pf3D7_02_v3	610625	610628	ATG	0	+	PF3D7_0214900.1-p1-CDS1
Pf3D7_02_v3	619427	619430	ATG	0	-	PF3D7_0215000.1-p1-CDS1
Pf3D7_02_v3	624304	624307	ATG	0	-	PF3D7_0215100.1-p1-CDS1
Pf3D7_02_v3	626976	626979	ATG	0	+	PF3D7_0215200.1-p1-CDS1
