contig	start	end	name	score	strand	ID
CM000429	531205	531208	ATG	0	+	cgd1_2403-RA-p1-CDS1
CM000429	531546	531549	ATG	0	+	cgd1_2403-RA-p1-CDS3
CM000429	657163	657166	ATG	0	-	cgd1_3040-RA-p1-CDS1
CM000429	590182	590185	ATG	0	-	cgd1_2690-RA-p1-CDS1
CM000429	572516	572519	ATG	0	+	cgd1_2610-RA-p1-CDS1
CM000429	95433	95436	ATG	0	+	cgd1_440-RA-p1-CDS1
CM000429	508853	508856	ATG	0	+	cgd1_2290-RA-p1-CDS1
CM000429	209499	209502	ATG	0	+	cgd1_800-RA-p1-CDS1
CM000429	425881	425884	ATG	0	-	cgd1_1820-RA-p1-CDS1
CM000429	552648	552651	ATG	0	+	cgd1_2530-RA-p1-CDS1
CM000429	55914	55917	ATG	0	-	cgd1_203-RA-p1-CDS1
CM000429	472385	472388	ATG	0	-	cgd1_2060-RA-p1-CDS1
CM000429	399606	399609	ATG	0	-	cgd1_1680-RA-p1-CDS1
CM000429	743764	743767	ATG	0	+	cgd1_3343-RA-p1-CDS1
CM000429	755245	755248	ATG	0	+	cgd1_3420-RA-p1-CDS1
CM000429	300490	300493	ATG	0	-	cgd1_1240-RA-p1-CDS1
CM000429	620195	620198	ATG	0	-	cgd1_2840-RA-p1-CDS1
CM000429	688116	688119	ATG	0	-	cgd1_3150-RA-p1-CDS1
CM000429	267265	267268	ATG	0	+	cgd1_1063-RA-p1-CDS1
CM000429	475191	475194	ATG	0	-	cgd1_2080-RA-p1-CDS1
CM000429	157057	157060	ATG	0	-	cgd1_650-RA-p1-CDS1
CM000429	543294	543297	ATG	0	+	cgd1_2460-RA-p1-CDS1
CM000429	701091	701094	ATG	0	-	cgd1_3180-RA-p1-CDS1
CM000429	49637	49640	ATG	0	+	cgd1_170-RA-p1-CDS1
CM000429	570077	570080	ATG	0	+	cgd1_2600-RA-p1-CDS1
CM000429	178966	178969	ATG	0	-	cgd1_733-RA-p1-CDS1
CM000429	251307	251310	ATG	0	-	cgd1_980-RA-p1-CDS1
CM000429	630870	630873	ATG	0	+	cgd1_2890-RA-p1-CDS1
CM000429	261668	261671	ATG	0	-	cgd1_1040-RA-p1-CDS1
CM000429	225203	225206	ATG	0	-	cgd1_870-RA-p1-CDS1
CM000429	832249	832252	ATG	0	-	cgd1_3710-RA-p1-CDS1
CM000429	165258	165261	ATG	0	-	cgd1_680-RA-p1-CDS1
CM000429	472950	472953	ATG	0	+	cgd1_2070-RA-p1-CDS1
CM000429	52816	52819	ATG	0	+	cgd1_190-RA-p1-CDS1
CM000429	523782	523785	ATG	0	-	cgd1_2350-RA-p1-CDS1
CM000429	712048	712051	ATG	0	-	cgd1_3220-RA-p1-CDS1
CM000429	326045	326048	ATG	0	-	cgd1_1340-RA-p1-CDS1
CM000429	526551	526554	ATG	0	+	cgd1_2380-RA-p1-CDS1
CM000429	547056	547059	ATG	0	+	cgd1_2490-RA-p1-CDS1
CM000429	569818	569821	ATG	0	-	cgd1_2590-RA-p1-CDS1
CM000429	611465	611468	ATG	0	+	cgd1_2790-RA-p1-CDS1
CM000429	75449	75452	ATG	0	-	cgd1_330-RA-p1-CDS1
CM000429	4993	4996	ATG	0	-	cgd1_10-RA-p1-CDS1
CM000429	301025	301028	ATG	0	+	cgd1_1250-RA-p1-CDS1
CM000429	598529	598532	ATG	0	-	cgd1_2730-RA-p1-CDS1
CM000429	809899	809902	ATG	0	-	cgd1_3630-RA-p1-CDS1
CM000429	614308	614311	ATG	0	-	cgd1_2810-RA-p1-CDS1
CM000429	765940	765943	ATG	0	-	cgd1_3480-RA-p1-CDS1
CM000429	13466	13469	ATG	0	+	cgd1_50-RA-p1-CDS1
CM000429	372827	372830	ATG	0	-	cgd1_1560-RA-p1-CDS1
CM000429	92558	92561	ATG	0	-	cgd1_410-RA-p1-CDS1
CM000429	344122	344125	ATG	0	-	cgd1_1450-RA-p1-CDS1
CM000429	674995	674998	ATG	0	-	cgd1_3090-RA-p1-CDS1
CM000429	66466	66469	ATG	0	-	cgd1_280-RA-p1-CDS1
CM000429	552047	552050	ATG	0	-	cgd1_2520-RA-p1-CDS1
CM000429	771099	771102	ATG	0	+	cgd1_3510-RA-p1-CDS1
CM000429	550968	550971	ATG	0	-	cgd1_2510-RA-p1-CDS1
CM000429	224315	224318	ATG	0	-	cgd1_860-RA-p1-CDS1
CM000429	650776	650779	ATG	0	+	cgd1_3020-RA-p1-CDS1
CM000429	16597	16600	ATG	0	+	cgd1_60-RA-p1-CDS1
CM000429	383557	383560	ATG	0	-	cgd1_1630-RA-p1-CDS1
CM000429	799556	799559	ATG	0	+	cgd1_3600-RA-p1-CDS1
CM000429	737519	737522	ATG	0	-	cgd1_3300-RA-p1-CDS1
CM000429	98009	98012	ATG	0	-	cgd1_450-RA-p1-CDS1
CM000429	689611	689614	ATG	0	+	cgd1_3160-RA-p1-CDS1
CM000429	413981	413984	ATG	0	+	cgd1_1750-RA-p1-CDS1
CM000429	460041	460044	ATG	0	+	cgd1_1990-RA-p1-CDS1
CM000429	255527	255530	ATG	0	-	cgd1_990-RA-p1-CDS1
CM000429	292817	292820	ATG	0	+	cgd1_1220-RA-p1-CDS1
CM000429	563744	563747	ATG	0	+	cgd1_2570-RA-p1-CDS1
CM000429	488515	488518	ATG	0	-	cgd1_2130-RA-p1-CDS1
CM000429	237710	237713	ATG	0	+	cgd1_930-RA-p1-CDS1
CM000429	128461	128464	ATG	0	-	cgd1_570-RA-p1-CDS1
CM000429	728690	728693	ATG	0	-	cgd1_3260-RA-p1-CDS1
CM000429	54728	54731	ATG	0	+	cgd1_200-RA-p1-CDS1
CM000429	581466	581469	ATG	0	+	cgd1_2630-RA-p1-CDS1
CM000429	506610	506613	ATG	0	+	cgd1_2260-RA-p1-CDS1
CM000429	582727	582730	ATG	0	-	cgd1_2640-RA-p1-CDS1
CM000429	268373	268376	ATG	0	+	cgd1_1080-RA-p1-CDS1
CM000429	330434	330437	ATG	0	-	cgd1_1370-RA-p1-CDS1
CM000429	214605	214608	ATG	0	+	cgd1_820-RA-p1-CDS1
CM000429	88700	88703	ATG	0	+	cgd1_390-RA-p1-CDS1
CM000429	373207	373210	ATG	0	+	cgd1_1570-RA-p1-CDS1
CM000429	231974	231977	ATG	0	-	cgd1_890-RA-p1-CDS1
CM000429	199550	199553	ATG	0	-	cgd1_760-RA-p1-CDS1
CM000429	71924	71927	ATG	0	-	cgd1_320-RA-p1-CDS1
CM000429	58213	58216	ATG	0	+	cgd1_230-RA-p1-CDS1
CM000429	289472	289475	ATG	0	+	cgd1_1200-RA-p1-CDS1
CM000429	703706	703709	ATG	0	-	cgd1_3190-RA-p1-CDS1
CM000429	317486	317489	ATG	0	-	cgd1_1300-RA-p1-CDS1
CM000429	740304	740307	ATG	0	-	cgd1_3320-RA-p1-CDS1
CM000429	595566	595569	ATG	0	-	cgd1_2720-RA-p1-CDS1
CM000429	213421	213424	ATG	0	-	cgd1_810-RA-p1-CDS1
CM000429	113181	113184	ATG	0	+	cgd1_530-RA-p1-CDS1
CM000429	368931	368934	ATG	0	-	cgd1_1540-RA-p1-CDS1
CM000429	379756	379759	ATG	0	+	cgd1_1600-RA-p1-CDS1
CM000429	828590	828593	ATG	0	+	cgd1_3700-RA-p1-CDS1
CM000429	548148	548151	ATG	0	+	cgd1_2500-RA-p1-CDS1
CM000429	810344	810347	ATG	0	+	cgd1_3640-RA-p1-CDS1
CM000429	353409	353412	ATG	0	+	cgd1_1500-RA-p1-CDS1
CM000429	749390	749393	ATG	0	-	cgd1_3380-RA-p1-CDS1
CM000429	309998	310001	ATG	0	+	cgd1_1270-RA-p1-CDS1
CM000429	520006	520009	ATG	0	+	cgd1_2330-RA-p1-CDS1
CM000429	18047	18050	ATG	0	-	cgd1_70-RA-p1-CDS1
CM000429	68534	68537	ATG	0	-	cgd1_300-RA-p1-CDS1
CM000429	754312	754315	ATG	0	+	cgd1_3410-RA-p1-CDS1
CM000429	116092	116095	ATG	0	-	cgd1_543-RA-p1-CDS1
CM000429	311537	311540	ATG	0	+	cgd1_1280-RA-p1-CDS1
CM000429	25021	25024	ATG	0	+	cgd1_110-RA-p1-CDS1
CM000429	767240	767243	ATG	0	-	cgd1_3490-RA-p1-CDS1
CM000429	685966	685969	ATG	0	+	cgd1_3140-RA-p1-CDS1
CM000429	634151	634154	ATG	0	+	cgd1_2900-RA-p1-CDS1
CM000429	369535	369538	ATG	0	+	cgd1_1550-RA-p1-CDS1
CM000429	614643	614646	ATG	0	+	cgd1_2830-RA-p1-CDS1
CM000429	412894	412897	ATG	0	-	cgd1_1730-RA-p1-CDS1
CM000429	862446	862449	ATG	0	+	cgd1_3830-RA-p1-CDS1
CM000429	504260	504263	ATG	0	-	cgd1_2230-RA-p1-CDS1
CM000429	521084	521087	ATG	0	+	cgd1_2340-RA-p1-CDS1
CM000429	526130	526133	ATG	0	-	cgd1_2370-RA-p1-CDS1
CM000429	792033	792036	ATG	0	+	cgd1_3560-RA-p1-CDS1
CM000429	502165	502168	ATG	0	-	cgd1_2210-RA-p1-CDS1
CM000429	649237	649240	ATG	0	+	cgd1_3010-RA-p1-CDS1
CM000429	658046	658049	ATG	0	+	cgd1_3050-RA-p1-CDS1
CM000429	868819	868822	ATG	0	+	cgd1_3850-RA-p1-CDS1
CM000429	401824	401827	ATG	0	-	cgd1_1690-RA-p1-CDS1
CM000429	181234	181237	ATG	0	+	cgd1_750-RA-p1-CDS1
CM000429	471434	471437	ATG	0	-	cgd1_2050-RA-p1-CDS1
CM000429	556748	556751	ATG	0	+	cgd1_2540-RA-p1-CDS1
CM000429	751996	751999	ATG	0	-	cgd1_3390-RA-p1-CDS1
CM000429	266684	266687	ATG	0	-	cgd1_1060-RA-p1-CDS1
CM000429	234269	234272	ATG	0	+	cgd1_910-RA-p1-CDS1
CM000429	66630	66633	ATG	0	+	cgd1_290-RA-p1-CDS1
CM000429	336989	336992	ATG	0	+	cgd1_1410-RA-p1-CDS1
CM000429	731680	731683	ATG	0	+	cgd1_3280-RA-p1-CDS1
CM000429	62497	62500	ATG	0	-	cgd1_250-RA-p1-CDS1
CM000429	366425	366428	ATG	0	-	cgd1_1530-RA-p1-CDS1
CM000429	580264	580267	ATG	0	-	cgd1_2620-RA-p1-CDS1
CM000429	276472	276475	ATG	0	+	cgd1_1110-RA-p1-CDS1
CM000429	738098	738101	ATG	0	+	cgd1_3310-RA-p1-CDS1
CM000429	854756	854759	ATG	0	+	cgd1_3800-RA-p1-CDS1
CM000429	318107	318110	ATG	0	+	cgd1_1310-RA-p1-CDS1
CM000429	144482	144485	ATG	0	+	cgd1_620-RA-p1-CDS1
CM000429	57958	57961	ATG	0	-	cgd1_220-RA-p1-CDS1
CM000429	568287	568290	ATG	0	+	cgd1_2580-RA-p1-CDS1
CM000429	504779	504782	ATG	0	+	cgd1_2240-RA-p1-CDS1
CM000429	641477	641480	ATG	0	-	cgd1_2950-RA-p1-CDS1
CM000429	502406	502409	ATG	0	+	cgd1_2220-RA-p1-CDS1
CM000429	491658	491661	ATG	0	-	cgd1_2150-RA-p1-CDS1
CM000429	142749	142752	ATG	0	-	cgd1_600-RA-p1-CDS1
CM000429	495220	495223	ATG	0	-	cgd1_2170-RA-p1-CDS1
CM000429	13130	13133	ATG	0	-	cgd1_40-RA-p1-CDS1
CM000429	202772	202775	ATG	0	+	cgd1_780-RA-p1-CDS1
CM000429	105663	105666	ATG	0	-	cgd1_480-RA-p1-CDS1
CM000429	536725	536728	ATG	0	+	cgd1_2430-RA-p1-CDS1
CM000429	644013	644016	ATG	0	-	cgd1_2960-RA-p1-CDS1
CM000429	132609	132612	ATG	0	-	cgd1_580-RA-p1-CDS1
CM000429	630594	630597	ATG	0	-	cgd1_2880-RA-p1-CDS1
CM000429	506495	506498	ATG	0	-	cgd1_2250-RA-p1-CDS1
CM000429	560448	560451	ATG	0	+	cgd1_2550-RA-p1-CDS1
CM000429	87860	87863	ATG	0	-	cgd1_380-RA-p1-CDS1
CM000429	436434	436437	ATG	0	+	cgd1_1900-RA-p1-CDS1
CM000429	309673	309676	ATG	0	-	cgd1_1260-RA-p1-CDS1
CM000429	796567	796570	ATG	0	+	cgd1_3583-RA-p1-CDS1
CM000429	165711	165714	ATG	0	+	cgd1_690-RA-p1-CDS1
CM000429	239399	239402	ATG	0	-	cgd1_940-RA-p1-CDS1
CM000429	778985	778988	ATG	0	-	cgd1_3530-RA-p1-CDS1
CM000429	583078	583081	ATG	0	+	cgd1_2650-RA-p1-CDS1
CM000429	626467	626470	ATG	0	+	cgd1_2870-RA-p1-CDS1
CM000429	786072	786075	ATG	0	+	cgd1_3543-RA-p1-CDS1
CM000429	855666	855669	ATG	0	+	cgd1_3810-RA-p1-CDS1
CM000429	788091	788094	ATG	0	+	cgd1_3550-RA-p1-CDS1
CM000429	350793	350796	ATG	0	-	cgd1_1480-RA-p1-CDS1
CM000429	319284	319287	ATG	0	+	cgd1_1320-RA-p1-CDS1
CM000429	837447	837450	ATG	0	+	cgd1_3740-RA-p1-CDS1
CM000429	292142	292145	ATG	0	-	cgd1_1210-RA-p1-CDS1
CM000429	427054	427057	ATG	0	+	cgd1_1830-RA-p1-CDS1
CM000429	827208	827211	ATG	0	-	cgd1_3690-RA-p1-CDS1
CM000429	846723	846726	ATG	0	+	cgd1_3770-RA-p1-CDS1
CM000429	775105	775108	ATG	0	-	cgd1_3520-RA-p1-CDS1
CM000429	177996	177999	ATG	0	-	cgd1_730-RA-p1-CDS1
CM000429	542233	542236	ATG	0	-	cgd1_2450-RA-p1-CDS1
CM000429	382602	382605	ATG	0	-	cgd1_1620-RA-p1-CDS1
CM000429	6502	6505	ATG	0	-	cgd1_20-RA-p1-CDS1
CM000429	320556	320559	ATG	0	+	cgd1_1330-RA-p1-CDS1
CM000429	726029	726032	ATG	0	-	cgd1_3240-RA-p1-CDS1
CM000429	762940	762943	ATG	0	-	cgd1_3460-RA-p1-CDS1
CM000429	604962	604965	ATG	0	-	cgd1_2760-RA-p1-CDS1
CM000429	699029	699032	ATG	0	-	cgd1_3170-RA-p1-CDS1
CM000429	592004	592007	ATG	0	+	cgd1_2710-RA-p1-CDS1
CM000429	384331	384334	ATG	0	+	cgd1_1640-RA-p1-CDS1
CM000429	406233	406236	ATG	0	+	cgd1_1720-RA-p1-CDS1
CM000429	511639	511642	ATG	0	+	cgd1_2300-RA-p1-CDS1
CM000429	298493	298496	ATG	0	-	cgd1_1230-RA-p1-CDS1
CM000429	458429	458432	ATG	0	+	cgd1_1980-RA-p1-CDS1
CM000429	673592	673595	ATG	0	-	cgd1_3080-RA-p1-CDS1
CM000429	416540	416543	ATG	0	-	cgd1_1760-RA-p1-CDS1
CM000429	126130	126133	ATG	0	+	cgd1_560-RA-p1-CDS1
CM000429	438483	438486	ATG	0	+	cgd1_1920-RA-p1-CDS1
CM000429	815338	815341	ATG	0	+	cgd1_3670-RA-p1-CDS1
CM000429	326311	326314	ATG	0	+	cgd1_1350-RA-p1-CDS1
CM000429	517121	517124	ATG	0	+	cgd1_2313-RA-p1-CDS1
CM000429	69920	69923	ATG	0	-	cgd1_310-RA-p1-CDS1
CM000429	528904	528907	ATG	0	+	cgd1_2390-RA-p1-CDS1
CM000429	393387	393390	ATG	0	+	cgd1_1650-RA-p1-CDS1
CM000429	143466	143469	ATG	0	+	cgd1_610-RA-p1-CDS1
CM000429	647656	647659	ATG	0	-	cgd1_2990-RA-p1-CDS1
CM000429	86258	86261	ATG	0	-	cgd1_370-RA-p1-CDS1
CM000429	611132	611135	ATG	0	-	cgd1_2783-RA-p1-CDS1
CM000429	352952	352955	ATG	0	-	cgd1_1490-RA-p1-CDS1
CM000429	637433	637436	ATG	0	-	cgd1_2920-RA-p1-CDS1
CM000429	535343	535346	ATG	0	+	cgd1_2420-RA-p1-CDS1
CM000429	281745	281748	ATG	0	+	cgd1_1140-RA-p1-CDS1
CM000429	545389	545392	ATG	0	+	cgd1_2480-RA-p1-CDS1
CM000429	256703	256706	ATG	0	-	cgd1_1000-RA-p1-CDS1
CM000429	423248	423251	ATG	0	+	cgd1_1810-RA-p1-CDS1
CM000429	269662	269665	ATG	0	+	cgd1_1090-RA-p1-CDS1
CM000429	428008	428011	ATG	0	+	cgd1_1840-RA-p1-CDS1
CM000429	435507	435510	ATG	0	+	cgd1_1890-RA-p1-CDS1
CM000429	257677	257680	ATG	0	+	cgd1_1010-RA-p1-CDS1
CM000429	585792	585795	ATG	0	+	cgd1_2660-RA-p1-CDS1
CM000429	625111	625114	ATG	0	+	cgd1_2860-RA-p1-CDS1
CM000429	268104	268107	ATG	0	-	cgd1_1070-RA-p1-CDS1
CM000429	612569	612572	ATG	0	-	cgd1_2800-RA-p1-CDS1
CM000429	730907	730910	ATG	0	-	cgd1_3270-RA-p1-CDS1
CM000429	704974	704977	ATG	0	-	cgd1_3200-RA-p1-CDS1
CM000429	763757	763760	ATG	0	+	cgd1_3470-RA-p1-CDS1
CM000429	258800	258803	ATG	0	+	cgd1_1023-RA-p1-CDS1
CM000429	759245	759248	ATG	0	-	cgd1_3440-RA-p1-CDS1
CM000429	159886	159889	ATG	0	+	cgd1_670-RA-p1-CDS1
CM000429	336586	336589	ATG	0	-	cgd1_1400-RA-p1-CDS1
CM000429	112546	112549	ATG	0	-	cgd1_520-RA-p1-CDS1
CM000429	874630	874633	ATG	0	-	cgd1_3860-RA-p1-CDS1
CM000429	406104	406107	ATG	0	-	cgd1_1710-RA-p1-CDS1
CM000429	437417	437420	ATG	0	+	cgd1_1910-RA-p1-CDS1
CM000429	588938	588941	ATG	0	+	cgd1_2680-RA-p1-CDS1
CM000429	452503	452506	ATG	0	+	cgd1_1930-RA-p1-CDS1
CM000429	394661	394664	ATG	0	-	cgd1_1660-RA-p1-CDS1
CM000429	283685	283688	ATG	0	+	cgd1_1160-RA-p1-CDS1
CM000429	683080	683083	ATG	0	+	cgd1_3130-RA-p1-CDS1
CM000429	465281	465284	ATG	0	-	cgd1_2010-RA-p1-CDS1
CM000429	478877	478880	ATG	0	+	cgd1_2110-RA-p1-CDS1
CM000429	609577	609580	ATG	0	+	cgd1_2780-RA-p1-CDS1
CM000429	339768	339771	ATG	0	-	cgd1_1420-RA-p1-CDS1
CM000429	456662	456665	ATG	0	-	cgd1_1960-RA-p1-CDS1
CM000429	655189	655192	ATG	0	+	cgd1_3033-RA-p1-CDS1
CM000429	329195	329198	ATG	0	-	cgd1_1360-RA-p1-CDS1
CM000429	599021	599024	ATG	0	+	cgd1_2740-RA-p1-CDS1
CM000429	167685	167688	ATG	0	+	cgd1_700-RA-p1-CDS1
CM000429	822467	822470	ATG	0	+	cgd1_3680-RA-p1-CDS1
CM000429	263068	263071	ATG	0	+	cgd1_1050-RA-p1-CDS1
CM000429	240448	240451	ATG	0	+	cgd1_950-RA-p1-CDS1
CM000429	590496	590499	ATG	0	+	cgd1_2700-RA-p1-CDS1
CM000429	813730	813733	ATG	0	-	cgd1_3650-RA-p1-CDS1
CM000429	516525	516528	ATG	0	+	cgd1_2310-RA-p1-CDS1
CM000429	421428	421431	ATG	0	-	cgd1_1790-RA-p1-CDS1
CM000429	469958	469961	ATG	0	-	cgd1_2040-RA-p1-CDS1
CM000429	176203	176206	ATG	0	+	cgd1_720-RA-p1-CDS1
CM000429	680648	680651	ATG	0	+	cgd1_3120-RA-p1-CDS1
CM000429	380290	380293	ATG	0	+	cgd1_1610-RA-p1-CDS1
CM000429	524153	524156	ATG	0	+	cgd1_2360-RA-p1-CDS1
CM000429	794214	794217	ATG	0	-	cgd1_3570-RA-p1-CDS1
CM000429	601792	601795	ATG	0	+	cgd1_2750-RA-p1-CDS1
CM000429	713676	713679	ATG	0	+	cgd1_3230-RA-p1-CDS1
CM000429	747802	747805	ATG	0	+	cgd1_3370-RA-p1-CDS1
CM000429	849978	849981	ATG	0	-	cgd1_3780-RA-p1-CDS1
CM000429	340292	340295	ATG	0	+	cgd1_1433-RA-p1-CDS1
CM000429	780970	780973	ATG	0	+	cgd1_3540-RA-p1-CDS1
CM000429	455963	455966	ATG	0	-	cgd1_1950-RA-p1-CDS1
CM000429	842649	842652	ATG	0	-	cgd1_3750-RA-p1-CDS1
CM000429	280646	280649	ATG	0	+	cgd1_1130-RA-p1-CDS1
CM000429	288702	288705	ATG	0	-	cgd1_1180-RA-p1-CDS1
CM000429	158618	158621	ATG	0	-	cgd1_660-RA-p1-CDS1
CM000429	347962	347965	ATG	0	+	cgd1_1470-RA-p1-CDS1
CM000429	744658	744661	ATG	0	+	cgd1_3350-RA-p1-CDS1
CM000429	853972	853975	ATG	0	-	cgd1_3790-RA-p1-CDS1
CM000429	863287	863290	ATG	0	+	cgd1_3840-RA-p1-CDS1
CM000429	89770	89773	ATG	0	+	cgd1_400-RA-p1-CDS1
CM000429	413816	413819	ATG	0	-	cgd1_1740-RA-p1-CDS1
CM000429	646096	646099	ATG	0	+	cgd1_2980-RA-p1-CDS1
CM000429	806176	806179	ATG	0	+	cgd1_3620-RA-p1-CDS1
CM000429	243592	243595	ATG	0	-	cgd1_960-RA-p1-CDS1
CM000429	508442	508445	ATG	0	-	cgd1_2280-RA-p1-CDS1
CM000429	175749	175752	ATG	0	-	cgd1_710-RA-p1-CDS1
CM000429	530055	530058	ATG	0	+	cgd1_2400-RA-p1-CDS1
CM000429	757525	757528	ATG	0	+	cgd1_3430-RA-p1-CDS1
CM000429	221451	221454	ATG	0	-	cgd1_840-RA-p1-CDS1
CM000429	226056	226059	ATG	0	+	cgd1_880-RA-p1-CDS1
CM000429	431269	431272	ATG	0	-	cgd1_1850-RA-p1-CDS1
CM000429	116770	116773	ATG	0	+	cgd1_550-RA-p1-CDS1
CM000429	355626	355629	ATG	0	+	cgd1_1520-RA-p1-CDS1
CM000429	377891	377894	ATG	0	-	cgd1_1580-RA-p1-CDS1
CM000429	21326	21329	ATG	0	+	cgd1_100-RA-p1-CDS1
CM000429	741254	741257	ATG	0	+	cgd1_3330-RA-p1-CDS1
CM000429	272652	272655	ATG	0	+	cgd1_1100-RA-p1-CDS1
CM000429	204334	204337	ATG	0	+	cgd1_790-RA-p1-CDS1
CM000429	355055	355058	ATG	0	-	cgd1_1510-RA-p1-CDS1
CM000429	804965	804968	ATG	0	-	cgd1_3610-RA-p1-CDS1
CM000429	510989	510992	ATG	0	+	cgd1_2293-RA-p1-CDS1
CM000429	151925	151928	ATG	0	-	cgd1_640-RA-p1-CDS1
CM000429	796034	796037	ATG	0	+	cgd1_3580-RA-p1-CDS1
CM000429	454102	454105	ATG	0	+	cgd1_1940-RA-p1-CDS1
CM000429	100152	100155	ATG	0	-	cgd1_460-RA-p1-CDS1
CM000429	837041	837044	ATG	0	-	cgd1_3730-RA-p1-CDS1
CM000429	332277	332280	ATG	0	+	cgd1_1390-RA-p1-CDS1
CM000429	457851	457854	ATG	0	-	cgd1_1970-RA-p1-CDS1
CM000429	431453	431456	ATG	0	+	cgd1_1860-RA-p1-CDS1
CM000429	489492	489495	ATG	0	-	cgd1_2140-RA-p1-CDS1
CM000429	531942	531945	ATG	0	+	cgd1_2410-RA-p1-CDS1
CM000429	680037	680040	ATG	0	-	cgd1_3110-RA-p1-CDS1
CM000429	29719	29722	ATG	0	+	cgd1_130-RA-p1-CDS1
CM000429	27983	27986	ATG	0	+	cgd1_120-RA-p1-CDS1
CM000429	217234	217237	ATG	0	+	cgd1_830-RA-p1-CDS1
CM000429	518820	518823	ATG	0	-	cgd1_2320-RA-p1-CDS1
CM000429	432994	432997	ATG	0	+	cgd1_1870-RA-p1-CDS1
CM000429	313071	313074	ATG	0	+	cgd1_1290-RA-p1-CDS1
CM000429	60725	60728	ATG	0	-	cgd1_240-RA-p1-CDS1
CM000429	624150	624153	ATG	0	-	cgd1_2850-RA-p1-CDS1
CM000429	95044	95047	ATG	0	-	cgd1_430-RA-p1-CDS1
CM000429	752419	752422	ATG	0	+	cgd1_3400-RA-p1-CDS1
CM000429	395022	395025	ATG	0	+	cgd1_1670-RA-p1-CDS1
CM000429	468129	468132	ATG	0	-	cgd1_2030-RA-p1-CDS1
CM000429	32838	32841	ATG	0	+	cgd1_140-RA-p1-CDS1
CM000429	588664	588667	ATG	0	-	cgd1_2670-RA-p1-CDS1
CM000429	507614	507617	ATG	0	-	cgd1_2270-RA-p1-CDS1
CM000429	859106	859109	ATG	0	+	cgd1_3820-RA-p1-CDS1
CM000429	378790	378793	ATG	0	+	cgd1_1590-RA-p1-CDS1
CM000429	288782	288785	ATG	0	+	cgd1_1190-RA-p1-CDS1
CM000429	109437	109440	ATG	0	+	cgd1_510-RA-p1-CDS1
