contig	start	end	name	score	strand	ID
CM000429	95515	95518	TAG	0	+	cgd1_440-RA-p1-CDS1
CM000429	95773	95776	TAG	0	+	cgd1_440-RA-p1-CDS2
CM000429	96225	96228	TAA	0	+	cgd1_440-RA-p1-CDS4
CM000429	510842	510845	TAG	0	+	cgd1_2290-RA-p1-CDS1
CM000429	211470	211473	TGA	0	+	cgd1_800-RA-p1-CDS1
CM000429	425305	425308	TAA	0	-	cgd1_1820-RA-p1-CDS1
CM000429	556542	556545	TAA	0	+	cgd1_2530-RA-p1-CDS1
CM000429	55433	55436	TAA	0	-	cgd1_203-RA-p1-CDS2
CM000429	471730	471733	TAA	0	-	cgd1_2060-RA-p1-CDS3
CM000429	396525	396528	TAA	0	-	cgd1_1680-RA-p1-CDS1
CM000429	744330	744333	TAG	0	+	cgd1_3343-RA-p1-CDS2
CM000429	757447	757450	TAA	0	+	cgd1_3420-RA-p1-CDS1
CM000429	299107	299110	TAA	0	-	cgd1_1240-RA-p1-CDS1
CM000429	615716	615719	TAA	0	-	cgd1_2840-RA-p1-CDS1
CM000429	687135	687138	TAG	0	-	cgd1_3150-RA-p1-CDS1
CM000429	267532	267535	TAA	0	+	cgd1_1063-RA-p1-CDS1
CM000429	474501	474504	TAA	0	-	cgd1_2080-RA-p1-CDS1
CM000429	153238	153241	TAA	0	-	cgd1_650-RA-p1-CDS1
CM000429	543864	543867	TAA	0	+	cgd1_2460-RA-p1-CDS1
CM000429	699723	699726	TAA	0	-	cgd1_3180-RA-p1-CDS1
CM000429	50492	50495	TGA	0	+	cgd1_170-RA-p1-CDS1
CM000429	572336	572339	TAG	0	+	cgd1_2600-RA-p1-CDS1
CM000429	249453	249456	TAA	0	-	cgd1_980-RA-p1-CDS1
CM000429	633813	633816	TAA	0	+	cgd1_2890-RA-p1-CDS1
CM000429	259907	259910	TAA	0	-	cgd1_1040-RA-p1-CDS1
CM000429	224573	224576	TAA	0	-	cgd1_870-RA-p1-CDS1
CM000429	830164	830167	TAA	0	-	cgd1_3710-RA-p1-CDS1
CM000429	163664	163667	TAA	0	-	cgd1_680-RA-p1-CDS2
CM000429	474447	474450	TAG	0	+	cgd1_2070-RA-p1-CDS1
CM000429	54496	54499	TAG	0	+	cgd1_190-RA-p1-CDS1
CM000429	522105	522108	TAG	0	-	cgd1_2350-RA-p1-CDS1
CM000429	710029	710032	TAA	0	-	cgd1_3220-RA-p1-CDS1
CM000429	322976	322979	TAG	0	-	cgd1_1340-RA-p1-CDS1
CM000429	528237	528240	TAA	0	+	cgd1_2380-RA-p1-CDS1
CM000429	547842	547845	TAA	0	+	cgd1_2490-RA-p1-CDS2
CM000429	569050	569053	TGA	0	-	cgd1_2590-RA-p1-CDS1
CM000429	611894	611897	TAA	0	+	cgd1_2790-RA-p1-CDS3
CM000429	73007	73010	TAA	0	-	cgd1_330-RA-p1-CDS1
CM000429	3682	3685	TAA	0	-	cgd1_10-RA-p1-CDS1
CM000429	308354	308357	TAG	0	+	cgd1_1250-RA-p1-CDS1
CM000429	596450	596453	TAA	0	-	cgd1_2730-RA-p1-CDS1
CM000429	807664	807667	TAG	0	-	cgd1_3630-RA-p1-CDS1
CM000429	612659	612662	TAA	0	-	cgd1_2810-RA-p1-CDS3
CM000429	764572	764575	TAG	0	-	cgd1_3480-RA-p1-CDS1
CM000429	16334	16337	TAA	0	+	cgd1_50-RA-p1-CDS1
CM000429	371642	371645	TAA	0	-	cgd1_1560-RA-p1-CDS1
CM000429	91981	91984	TAA	0	-	cgd1_410-RA-p1-CDS2
CM000429	341767	341770	TAG	0	-	cgd1_1450-RA-p1-CDS1
CM000429	673771	673774	TAA	0	-	cgd1_3090-RA-p1-CDS1
CM000429	65365	65368	TAA	0	-	cgd1_280-RA-p1-CDS1
CM000429	551729	551732	TAA	0	-	cgd1_2520-RA-p1-CDS1
CM000429	772620	772623	TAA	0	+	cgd1_3510-RA-p1-CDS1
CM000429	550092	550095	TAG	0	-	cgd1_2510-RA-p1-CDS1
CM000429	223958	223961	TGA	0	-	cgd1_860-RA-p1-CDS2
CM000429	651850	651853	TAG	0	+	cgd1_3020-RA-p1-CDS1
CM000429	17497	17500	TAA	0	+	cgd1_60-RA-p1-CDS1
CM000429	383062	383065	TAG	0	-	cgd1_1630-RA-p1-CDS1
CM000429	801951	801954	TAA	0	+	cgd1_3600-RA-p1-CDS4
CM000429	736631	736634	TAA	0	-	cgd1_3300-RA-p1-CDS1
CM000429	96245	96248	TAA	0	-	cgd1_450-RA-p1-CDS1
CM000429	693967	693970	TAA	0	+	cgd1_3160-RA-p1-CDS1
CM000429	415517	415520	TAG	0	+	cgd1_1750-RA-p1-CDS1
CM000429	460314	460317	TAG	0	+	cgd1_1990-RA-p1-CDS2
CM000429	461015	461018	TAG	0	+	cgd1_1990-RA-p1-CDS3
CM000429	252086	252089	TAA	0	-	cgd1_990-RA-p1-CDS1
CM000429	295091	295094	TAA	0	+	cgd1_1220-RA-p1-CDS1
CM000429	568088	568091	TAG	0	+	cgd1_2570-RA-p1-CDS1
CM000429	486595	486598	TGA	0	-	cgd1_2130-RA-p1-CDS1
CM000429	238607	238610	TAA	0	+	cgd1_930-RA-p1-CDS1
CM000429	127759	127762	TAA	0	-	cgd1_570-RA-p1-CDS1
CM000429	727655	727658	TGA	0	-	cgd1_3260-RA-p1-CDS1
CM000429	582201	582204	TAA	0	+	cgd1_2630-RA-p1-CDS1
CM000429	507042	507045	TAA	0	+	cgd1_2260-RA-p1-CDS1
CM000429	582439	582442	TGA	0	-	cgd1_2640-RA-p1-CDS1
CM000429	269112	269115	TAA	0	+	cgd1_1080-RA-p1-CDS2
CM000429	329808	329811	TAG	0	-	cgd1_1370-RA-p1-CDS2
CM000429	216897	216900	TAA	0	+	cgd1_820-RA-p1-CDS1
CM000429	89510	89513	TGA	0	+	cgd1_390-RA-p1-CDS1
CM000429	374953	374956	TAA	0	+	cgd1_1570-RA-p1-CDS1
CM000429	227978	227981	TAA	0	-	cgd1_890-RA-p1-CDS1
CM000429	197213	197216	TAG	0	-	cgd1_760-RA-p1-CDS1
CM000429	70178	70181	TAA	0	-	cgd1_320-RA-p1-CDS1
CM000429	59602	59605	TAA	0	+	cgd1_230-RA-p1-CDS1
CM000429	290393	290396	TAA	0	+	cgd1_1200-RA-p1-CDS1
CM000429	314390	314393	TAA	0	-	cgd1_1300-RA-p1-CDS1
CM000429	739452	739455	TAA	0	-	cgd1_3320-RA-p1-CDS1
CM000429	593286	593289	TAG	0	-	cgd1_2720-RA-p1-CDS1
CM000429	211621	211624	TAG	0	-	cgd1_810-RA-p1-CDS1
CM000429	113418	113421	TAA	0	+	cgd1_530-RA-p1-CDS2
CM000429	366900	366903	TGA	0	-	cgd1_1540-RA-p1-CDS1
CM000429	380107	380110	TAA	0	+	cgd1_1600-RA-p1-CDS1
CM000429	829949	829952	TAA	0	+	cgd1_3700-RA-p1-CDS1
CM000429	550044	550047	TAA	0	+	cgd1_2500-RA-p1-CDS1
CM000429	811910	811913	TAG	0	+	cgd1_3640-RA-p1-CDS1
CM000429	354144	354147	TAG	0	+	cgd1_1500-RA-p1-CDS1
CM000429	748568	748571	TAG	0	-	cgd1_3380-RA-p1-CDS1
CM000429	311177	311180	TAG	0	+	cgd1_1270-RA-p1-CDS1
CM000429	520846	520849	TAA	0	+	cgd1_2330-RA-p1-CDS1
CM000429	17693	17696	TAG	0	-	cgd1_70-RA-p1-CDS1
CM000429	68193	68196	TAG	0	-	cgd1_300-RA-p1-CDS2
CM000429	754426	754429	TAA	0	+	cgd1_3410-RA-p1-CDS1
CM000429	115405	115408	TAG	0	-	cgd1_543-RA-p1-CDS4
CM000429	312917	312920	TAA	0	+	cgd1_1280-RA-p1-CDS1
CM000429	26239	26242	TAA	0	+	cgd1_110-RA-p1-CDS1
CM000429	686563	686566	TGA	0	+	cgd1_3140-RA-p1-CDS1
CM000429	635921	635924	TAG	0	+	cgd1_2900-RA-p1-CDS1
CM000429	371479	371482	TAA	0	+	cgd1_1550-RA-p1-CDS1
CM000429	615615	615618	TGA	0	+	cgd1_2830-RA-p1-CDS1
CM000429	411652	411655	TAA	0	-	cgd1_1730-RA-p1-CDS1
CM000429	862755	862758	TAA	0	+	cgd1_3830-RA-p1-CDS1
CM000429	503066	503069	TAA	0	-	cgd1_2230-RA-p1-CDS1
CM000429	521627	521630	TAA	0	+	cgd1_2340-RA-p1-CDS1
CM000429	525161	525164	TAG	0	-	cgd1_2370-RA-p1-CDS1
CM000429	792411	792414	TAA	0	+	cgd1_3560-RA-p1-CDS1
CM000429	501808	501811	TAA	0	-	cgd1_2210-RA-p1-CDS1
CM000429	650089	650092	TAA	0	+	cgd1_3010-RA-p1-CDS1
CM000429	659423	659426	TAG	0	+	cgd1_3050-RA-p1-CDS1
CM000429	871591	871594	TAG	0	+	cgd1_3850-RA-p1-CDS1
CM000429	399844	399847	TAA	0	-	cgd1_1690-RA-p1-CDS1
CM000429	196972	196975	TAA	0	+	cgd1_750-RA-p1-CDS1
CM000429	470675	470678	TGA	0	-	cgd1_2050-RA-p1-CDS1
CM000429	560312	560315	TAA	0	+	cgd1_2540-RA-p1-CDS1
CM000429	750616	750619	TAA	0	-	cgd1_3390-RA-p1-CDS1
CM000429	263519	263522	TAA	0	-	cgd1_1060-RA-p1-CDS1
CM000429	234842	234845	TGA	0	+	cgd1_910-RA-p1-CDS1
CM000429	68094	68097	TAG	0	+	cgd1_290-RA-p1-CDS1
CM000429	337730	337733	TAA	0	+	cgd1_1410-RA-p1-CDS1
CM000429	732616	732619	TAG	0	+	cgd1_3280-RA-p1-CDS1
CM000429	61000	61003	TAG	0	-	cgd1_250-RA-p1-CDS1
CM000429	364748	364751	TAA	0	-	cgd1_1530-RA-p1-CDS1
CM000429	578845	578848	TAA	0	-	cgd1_2620-RA-p1-CDS1
CM000429	277837	277840	TAA	0	+	cgd1_1110-RA-p1-CDS1
CM000429	738779	738782	TAA	0	+	cgd1_3310-RA-p1-CDS1
CM000429	855326	855329	TAA	0	+	cgd1_3800-RA-p1-CDS1
CM000429	319093	319096	TAA	0	+	cgd1_1310-RA-p1-CDS2
CM000429	145796	145799	TAA	0	+	cgd1_620-RA-p1-CDS1
CM000429	56680	56683	TAA	0	-	cgd1_220-RA-p1-CDS1
CM000429	569028	569031	TGA	0	+	cgd1_2580-RA-p1-CDS1
CM000429	506054	506057	TAA	0	+	cgd1_2240-RA-p1-CDS1
CM000429	640310	640313	TAA	0	-	cgd1_2950-RA-p1-CDS4
CM000429	640833	640836	TAG	0	-	cgd1_2950-RA-p1-CDS1
CM000429	503045	503048	TGA	0	+	cgd1_2220-RA-p1-CDS1
CM000429	489591	489594	TAA	0	-	cgd1_2150-RA-p1-CDS1
CM000429	141927	141930	TAA	0	-	cgd1_600-RA-p1-CDS1
CM000429	494065	494068	TGA	0	-	cgd1_2170-RA-p1-CDS2
CM000429	12119	12122	TAA	0	-	cgd1_40-RA-p1-CDS1
CM000429	203417	203420	TAA	0	+	cgd1_780-RA-p1-CDS1
CM000429	105168	105171	TAA	0	-	cgd1_480-RA-p1-CDS1
CM000429	537658	537661	TGA	0	+	cgd1_2430-RA-p1-CDS1
CM000429	641760	641763	TAA	0	-	cgd1_2960-RA-p1-CDS1
CM000429	130004	130007	TAA	0	-	cgd1_580-RA-p1-CDS2
CM000429	630366	630369	TAA	0	-	cgd1_2880-RA-p1-CDS1
CM000429	506132	506135	TGA	0	-	cgd1_2250-RA-p1-CDS1
CM000429	560982	560985	TGA	0	+	cgd1_2550-RA-p1-CDS1
CM000429	86878	86881	TAA	0	-	cgd1_380-RA-p1-CDS2
CM000429	437145	437148	TAA	0	+	cgd1_1900-RA-p1-CDS1
CM000429	308441	308444	TAA	0	-	cgd1_1260-RA-p1-CDS3
CM000429	796753	796756	TAA	0	+	cgd1_3583-RA-p1-CDS1
CM000429	166456	166459	TAG	0	+	cgd1_690-RA-p1-CDS1
CM000429	166935	166938	TAA	0	+	cgd1_690-RA-p1-CDS3
CM000429	238862	238865	TAA	0	-	cgd1_940-RA-p1-CDS1
CM000429	778391	778394	TAA	0	-	cgd1_3530-RA-p1-CDS1
CM000429	585673	585676	TAA	0	+	cgd1_2650-RA-p1-CDS1
CM000429	628543	628546	TAG	0	+	cgd1_2870-RA-p1-CDS1
CM000429	858402	858405	TAA	0	+	cgd1_3810-RA-p1-CDS1
CM000429	790866	790869	TAA	0	+	cgd1_3550-RA-p1-CDS1
CM000429	350112	350115	TAA	0	-	cgd1_1480-RA-p1-CDS1
CM000429	319436	319439	TAA	0	+	cgd1_1320-RA-p1-CDS1
CM000429	319921	319924	TAA	0	+	cgd1_1320-RA-p1-CDS2
CM000429	841668	841671	TGA	0	+	cgd1_3740-RA-p1-CDS1
CM000429	290456	290459	TAG	0	-	cgd1_1210-RA-p1-CDS1
CM000429	427669	427672	TAA	0	+	cgd1_1830-RA-p1-CDS1
CM000429	824832	824835	TAA	0	-	cgd1_3690-RA-p1-CDS1
CM000429	847411	847414	TAG	0	+	cgd1_3770-RA-p1-CDS4
CM000429	773437	773440	TAA	0	-	cgd1_3520-RA-p1-CDS1
CM000429	539488	539491	TAG	0	-	cgd1_2450-RA-p1-CDS1
CM000429	381834	381837	TAA	0	-	cgd1_1620-RA-p1-CDS1
CM000429	5188	5191	TAG	0	-	cgd1_20-RA-p1-CDS1
CM000429	322977	322980	TAA	0	+	cgd1_1330-RA-p1-CDS1
CM000429	716477	716480	TAA	0	-	cgd1_3240-RA-p1-CDS1
CM000429	762073	762076	TAA	0	-	cgd1_3460-RA-p1-CDS1
CM000429	603771	603774	TAG	0	-	cgd1_2760-RA-p1-CDS1
CM000429	694172	694175	TGA	0	-	cgd1_3170-RA-p1-CDS1
CM000429	593069	593072	TAG	0	+	cgd1_2710-RA-p1-CDS1
CM000429	393269	393272	TAA	0	+	cgd1_1640-RA-p1-CDS2
CM000429	411657	411660	TAA	0	+	cgd1_1720-RA-p1-CDS1
CM000429	516337	516340	TAA	0	+	cgd1_2300-RA-p1-CDS1
CM000429	295298	295301	TAA	0	-	cgd1_1230-RA-p1-CDS1
CM000429	459920	459923	TGA	0	+	cgd1_1980-RA-p1-CDS1
CM000429	672731	672734	TGA	0	-	cgd1_3080-RA-p1-CDS1
CM000429	415520	415523	TAA	0	-	cgd1_1760-RA-p1-CDS1
CM000429	127565	127568	TAA	0	+	cgd1_560-RA-p1-CDS4
CM000429	452319	452322	TAG	0	+	cgd1_1920-RA-p1-CDS1
CM000429	821503	821506	TAA	0	+	cgd1_3670-RA-p1-CDS1
CM000429	328621	328624	TAG	0	+	cgd1_1350-RA-p1-CDS1
CM000429	517328	517331	TGA	0	+	cgd1_2313-RA-p1-CDS1
CM000429	68873	68876	TAA	0	-	cgd1_310-RA-p1-CDS1
CM000429	529561	529564	TAA	0	+	cgd1_2390-RA-p1-CDS1
CM000429	393786	393789	TGA	0	+	cgd1_1650-RA-p1-CDS1
CM000429	144227	144230	TGA	0	+	cgd1_610-RA-p1-CDS2
CM000429	647242	647245	TAG	0	-	cgd1_2990-RA-p1-CDS1
CM000429	84017	84020	TAG	0	-	cgd1_370-RA-p1-CDS1
CM000429	610573	610576	TAA	0	-	cgd1_2783-RA-p1-CDS2
CM000429	351287	351290	TAA	0	-	cgd1_1490-RA-p1-CDS1
CM000429	636773	636776	TGA	0	-	cgd1_2920-RA-p1-CDS1
CM000429	536510	536513	TAA	0	+	cgd1_2420-RA-p1-CDS1
CM000429	282549	282552	TAA	0	+	cgd1_1140-RA-p1-CDS1
CM000429	255809	255812	TAA	0	-	cgd1_1000-RA-p1-CDS1
CM000429	425267	425270	TAG	0	+	cgd1_1810-RA-p1-CDS1
CM000429	430804	430807	TAA	0	+	cgd1_1840-RA-p1-CDS1
CM000429	436238	436241	TAA	0	+	cgd1_1890-RA-p1-CDS2
CM000429	258370	258373	TAG	0	+	cgd1_1010-RA-p1-CDS1
CM000429	586269	586272	TAA	0	+	cgd1_2660-RA-p1-CDS1
CM000429	625966	625969	TAA	0	+	cgd1_2860-RA-p1-CDS1
CM000429	267615	267618	TAG	0	-	cgd1_1070-RA-p1-CDS1
CM000429	612050	612053	TAA	0	-	cgd1_2800-RA-p1-CDS1
CM000429	729095	729098	TAA	0	-	cgd1_3270-RA-p1-CDS1
CM000429	704212	704215	TAA	0	-	cgd1_3200-RA-p1-CDS1
CM000429	764106	764109	TAG	0	+	cgd1_3470-RA-p1-CDS2
CM000429	764420	764423	TGA	0	+	cgd1_3470-RA-p1-CDS3
CM000429	259278	259281	TAG	0	+	cgd1_1023-RA-p1-CDS1
CM000429	259845	259848	TAG	0	+	cgd1_1023-RA-p1-CDS2
CM000429	758024	758027	TAA	0	-	cgd1_3440-RA-p1-CDS1
CM000429	163414	163417	TAA	0	+	cgd1_670-RA-p1-CDS1
CM000429	333700	333703	TAA	0	-	cgd1_1400-RA-p1-CDS1
CM000429	112051	112054	TAA	0	-	cgd1_520-RA-p1-CDS1
CM000429	874348	874351	TAA	0	-	cgd1_3860-RA-p1-CDS1
CM000429	405213	405216	TAG	0	-	cgd1_1710-RA-p1-CDS1
CM000429	438308	438311	TAA	0	+	cgd1_1910-RA-p1-CDS1
CM000429	589858	589861	TAA	0	+	cgd1_2680-RA-p1-CDS2
CM000429	454028	454031	TAA	0	+	cgd1_1930-RA-p1-CDS2
CM000429	394340	394343	TAA	0	-	cgd1_1660-RA-p1-CDS1
CM000429	284576	284579	TAA	0	+	cgd1_1160-RA-p1-CDS1
CM000429	685156	685159	TAA	0	+	cgd1_3130-RA-p1-CDS1
CM000429	463385	463388	TAA	0	-	cgd1_2010-RA-p1-CDS1
CM000429	483548	483551	TGA	0	+	cgd1_2110-RA-p1-CDS1
CM000429	610441	610444	TAA	0	+	cgd1_2780-RA-p1-CDS1
CM000429	338229	338232	TAA	0	-	cgd1_1420-RA-p1-CDS1
CM000429	456062	456065	TAA	0	-	cgd1_1960-RA-p1-CDS1
CM000429	656395	656398	TAA	0	+	cgd1_3033-RA-p1-CDS4
CM000429	328652	328655	TAA	0	-	cgd1_1360-RA-p1-CDS1
CM000429	601604	601607	TAA	0	+	cgd1_2740-RA-p1-CDS1
CM000429	171978	171981	TAG	0	+	cgd1_700-RA-p1-CDS1
CM000429	823256	823259	TAG	0	+	cgd1_3680-RA-p1-CDS1
CM000429	263503	263506	TGA	0	+	cgd1_1050-RA-p1-CDS1
CM000429	241891	241894	TAA	0	+	cgd1_950-RA-p1-CDS1
CM000429	591717	591720	TAG	0	+	cgd1_2700-RA-p1-CDS1
CM000429	812674	812677	TGA	0	-	cgd1_3650-RA-p1-CDS1
CM000429	517041	517044	TGA	0	+	cgd1_2310-RA-p1-CDS2
CM000429	419448	419451	TGA	0	-	cgd1_1790-RA-p1-CDS1
CM000429	468380	468383	TAA	0	-	cgd1_2040-RA-p1-CDS1
CM000429	176836	176839	TAG	0	+	cgd1_720-RA-p1-CDS1
CM000429	682391	682394	TAA	0	+	cgd1_3120-RA-p1-CDS1
CM000429	381685	381688	TGA	0	+	cgd1_1610-RA-p1-CDS1
CM000429	525065	525068	TGA	0	+	cgd1_2360-RA-p1-CDS1
CM000429	793413	793416	TAA	0	-	cgd1_3570-RA-p1-CDS1
CM000429	603685	603688	TAG	0	+	cgd1_2750-RA-p1-CDS1
CM000429	716268	716271	TAG	0	+	cgd1_3230-RA-p1-CDS1
CM000429	748435	748438	TGA	0	+	cgd1_3370-RA-p1-CDS1
CM000429	847536	847539	TAA	0	-	cgd1_3780-RA-p1-CDS1
CM000429	341638	341641	TAA	0	+	cgd1_1433-RA-p1-CDS2
CM000429	785470	785473	TAA	0	+	cgd1_3540-RA-p1-CDS1
CM000429	454724	454727	TAA	0	-	cgd1_1950-RA-p1-CDS1
CM000429	841917	841920	TAA	0	-	cgd1_3750-RA-p1-CDS1
CM000429	281357	281360	TAA	0	+	cgd1_1130-RA-p1-CDS1
CM000429	286071	286074	TAA	0	-	cgd1_1180-RA-p1-CDS1
CM000429	157604	157607	TAA	0	-	cgd1_660-RA-p1-CDS1
CM000429	349957	349960	TAG	0	+	cgd1_1470-RA-p1-CDS1
CM000429	745174	745177	TAA	0	+	cgd1_3350-RA-p1-CDS1
CM000429	850156	850159	TAA	0	-	cgd1_3790-RA-p1-CDS1
CM000429	866380	866383	TAG	0	+	cgd1_3840-RA-p1-CDS1
CM000429	91954	91957	TAG	0	+	cgd1_400-RA-p1-CDS1
CM000429	413033	413036	TAA	0	-	cgd1_1740-RA-p1-CDS1
CM000429	646822	646825	TAA	0	+	cgd1_2980-RA-p1-CDS1
CM000429	807280	807283	TAA	0	+	cgd1_3620-RA-p1-CDS1
CM000429	242137	242140	TGA	0	-	cgd1_960-RA-p1-CDS1
CM000429	507887	507890	TGA	0	-	cgd1_2280-RA-p1-CDS1
CM000429	172236	172239	TGA	0	-	cgd1_710-RA-p1-CDS1
CM000429	531048	531051	TAA	0	+	cgd1_2400-RA-p1-CDS1
CM000429	757834	757837	TAA	0	+	cgd1_3430-RA-p1-CDS1
CM000429	220545	220548	TAA	0	-	cgd1_840-RA-p1-CDS4
CM000429	227271	227274	TAA	0	+	cgd1_880-RA-p1-CDS1
CM000429	430822	430825	TAA	0	-	cgd1_1850-RA-p1-CDS1
CM000429	125755	125758	TAA	0	+	cgd1_550-RA-p1-CDS1
CM000429	364650	364653	TAA	0	+	cgd1_1520-RA-p1-CDS1
CM000429	375101	375104	TGA	0	-	cgd1_1580-RA-p1-CDS1
CM000429	24440	24443	TAA	0	+	cgd1_100-RA-p1-CDS1
CM000429	741818	741821	TAG	0	+	cgd1_3330-RA-p1-CDS1
CM000429	275961	275964	TAA	0	+	cgd1_1100-RA-p1-CDS1
CM000429	208528	208531	TGA	0	+	cgd1_790-RA-p1-CDS1
CM000429	354224	354227	TAA	0	-	cgd1_1510-RA-p1-CDS1
CM000429	802160	802163	TGA	0	-	cgd1_3610-RA-p1-CDS1
CM000429	148109	148112	TAG	0	-	cgd1_640-RA-p1-CDS1
CM000429	796460	796463	TAA	0	+	cgd1_3580-RA-p1-CDS1
CM000429	454657	454660	TAG	0	+	cgd1_1940-RA-p1-CDS1
CM000429	98340	98343	TAG	0	-	cgd1_460-RA-p1-CDS1
CM000429	834953	834956	TAG	0	-	cgd1_3730-RA-p1-CDS1
CM000429	333666	333669	TGA	0	+	cgd1_1390-RA-p1-CDS1
CM000429	457284	457287	TAA	0	-	cgd1_1970-RA-p1-CDS1
CM000429	432581	432584	TAA	0	+	cgd1_1860-RA-p1-CDS1
CM000429	488649	488652	TAA	0	-	cgd1_2140-RA-p1-CDS1
CM000429	534002	534005	TAG	0	+	cgd1_2410-RA-p1-CDS1
CM000429	677502	677505	TAA	0	-	cgd1_3110-RA-p1-CDS1
CM000429	31789	31792	TAA	0	+	cgd1_130-RA-p1-CDS1
CM000429	29276	29279	TAA	0	+	cgd1_120-RA-p1-CDS1
CM000429	220216	220219	TAA	0	+	cgd1_830-RA-p1-CDS1
CM000429	517500	517503	TAA	0	-	cgd1_2320-RA-p1-CDS1
CM000429	434452	434455	TAG	0	+	cgd1_1870-RA-p1-CDS1
CM000429	313869	313872	TAA	0	+	cgd1_1290-RA-p1-CDS1
CM000429	59663	59666	TAA	0	-	cgd1_240-RA-p1-CDS1
CM000429	620685	620688	TAA	0	-	cgd1_2850-RA-p1-CDS1
CM000429	94302	94305	TAG	0	-	cgd1_430-RA-p1-CDS3
CM000429	753568	753571	TAG	0	+	cgd1_3400-RA-p1-CDS1
CM000429	396405	396408	TAG	0	+	cgd1_1670-RA-p1-CDS1
CM000429	466575	466578	TAA	0	-	cgd1_2030-RA-p1-CDS1
CM000429	35727	35730	TAG	0	+	cgd1_140-RA-p1-CDS1
CM000429	587155	587158	TAG	0	-	cgd1_2670-RA-p1-CDS1
CM000429	507293	507296	TAG	0	-	cgd1_2270-RA-p1-CDS1
CM000429	862091	862094	TGA	0	+	cgd1_3820-RA-p1-CDS1
CM000429	379366	379369	TGA	0	+	cgd1_1590-RA-p1-CDS1
CM000429	289103	289106	TGA	0	+	cgd1_1190-RA-p1-CDS1
CM000429	111219	111222	TGA	0	+	cgd1_510-RA-p1-CDS1
CM000429	727250	727253	TAA	0	+	cgd1_3250-RA-p1-CDS1
